resort|confirmation_no|resv_status|business_date|market_code|country_code|no_rooms_cal|rev_cal
Example|590389|CHECKED OUT|8/7/23|test8|HK|1|2924.52
Example|594162|CHECKED OUT|8/7/23|test4|AU|1|2795.56
Example|590390|CHECKED OUT|8/7/23|test8|HK|1|2924.52
Example|594248|CHECKED OUT|8/7/23|test15|GB|1|4288.02
Example|592222|CHECKED OUT|8/7/23|test6|US|1|3195.84
Example|593689|CHECKED OUT|6/7/23|test20|SG|1|3110.7
Example|594475|CHECKED OUT|6/7/23|test7|RU|1|4088.66
Example|588345|CHECKED OUT|6/7/23|test11|TW|1|3891.6
Example|588346|CHECKED OUT|6/7/23|test11|TW|1|3891.6
Example|592720|CHECKED OUT|6/7/23|test20|CN|1|2728.55
Example|592726|CHECKED OUT|6/7/23|test20|CN|1|2728.55
Example|592727|CHECKED OUT|6/7/23|test20|CN|1|2728.54
Example|590509|CHECKED OUT|6/7/23|test15|SE|1|2764.8
Example|577107|CHECKED OUT|6/7/23|test6|DK|1|3068.39
Example|577109|CHECKED OUT|6/7/23|test6|DK|1|3068.39
Example|577110|CHECKED OUT|6/7/23|test6|DK|1|3068.39
Example|592223|CHECKED OUT|6/7/23|test6|US|1|3535.68
Example|590911|CHECKED OUT|6/7/23|test11|IN|1|3166.66
Example|589177|CHECKED OUT|7/7/23|test22|JP|1|3738.21
Example|593547|CHECKED OUT|7/7/23|test8|SG|1|2516.01
Example|593548|CHECKED OUT|7/7/23|test8|SG|1|2516.01
Example|593549|CHECKED OUT|7/7/23|test8|SG|1|2516.01
Example|589250|CHECKED OUT|7/7/23|test8|JP|1|2370.21
Example|589262|CHECKED OUT|7/7/23|test8|JP|1|2370.21
Example|591553|CHECKED OUT|7/7/23|test8|HK|1|3468
Example|592996|CHECKED OUT|7/7/23|test21|CN|1|3350
Example|593021|CHECKED OUT|7/7/23|test9|CN|1|2299.06
Example|593593|CHECKED OUT|7/7/23|test9|SG|1|2980.07
Example|589638|CHECKED OUT|7/7/23|test15|FR|1|2475.24
Example|594162|CHECKED OUT|7/7/23|test4|AU|1|2795.56
Example|593689|CHECKED OUT|7/7/23|test20|SG|1|3110.7
Example|588345|CHECKED OUT|7/7/23|test11|TW|1|3846.62
Example|594398|CHECKED OUT|7/7/23|test20|KR|1|2298.85
Example|594408|CHECKED OUT|7/7/23|test17|VN|1|3099.55
Example|593733|CHECKED OUT|7/7/23|test12|IN|1|7249.64
Example|588346|CHECKED OUT|7/7/23|test11|TW|1|3846.62
Example|588529|CHECKED OUT|7/7/23|test11|KW|1|4156.6
Example|588530|CHECKED OUT|7/7/23|test11|KW|1|3471.6
Example|592720|CHECKED OUT|7/7/23|test20|CN|1|2728.55
Example|592726|CHECKED OUT|7/7/23|test20|CN|1|2728.55
Example|592727|CHECKED OUT|7/7/23|test20|CN|1|2728.55
Example|594409|CHECKED OUT|7/7/23|test17|VN|1|2487.95
Example|590083|CHECKED OUT|7/7/23|test9|FI|1|2428.37
Example|590109|CHECKED OUT|7/7/23|test13|TH|1|0
Example|568935|CHECKED OUT|7/7/23|test36|DE|1|4219.2
Example|588531|CHECKED OUT|7/7/23|test11|KW|1|3471.6
Example|590389|CHECKED OUT|7/7/23|test8|HK|1|2962.76
Example|575904|CHECKED OUT|7/7/23|test22|US|1|4815.56
Example|577104|CHECKED OUT|7/7/23|test6|DK|1|3068.39
Example|592082|CHECKED OUT|7/7/23|test12|CN|1|3149.68
Example|592942|CHECKED OUT|7/7/23|test12|SA|1|2673.02
Example|594475|CHECKED OUT|7/7/23|test7|RU|1|3919.36
Example|590390|CHECKED OUT|7/7/23|test8|HK|1|2962.76
Example|590509|CHECKED OUT|7/7/23|test15|SE|1|2737.1
Example|594278|CHECKED OUT|7/7/23|test7|NL|1|3478.01
Example|577107|CHECKED OUT|7/7/23|test6|DK|1|3068.39
Example|577109|CHECKED OUT|7/7/23|test6|DK|1|3068.39
Example|577110|CHECKED OUT|7/7/23|test6|DK|1|3068.39
Example|592222|CHECKED OUT|7/7/23|test6|US|1|3195.84
Example|592223|CHECKED OUT|7/7/23|test6|US|1|3535.68
Example|590911|CHECKED OUT|7/7/23|test11|IN|1|3128.18
Example|590962|CHECKED OUT|7/7/23|test8|JP|1|2251.69
Example|594052|CHECKED OUT|7/7/23|test14|KR|1|4170
Example|594073|CHECKED OUT|7/7/23|test20|BD|1|2978.54
Example|589169|CHECKED OUT|7/7/23|test12|US|1|3485.6
Example|592647|CHECKED OUT|8/7/23|test7|HK|1|4370
Example|592683|CHECKED OUT|8/7/23|test20|IN|1|2048.85
Example|592750|CHECKED OUT|8/7/23|test11|KW|1|3510
Example|592751|CHECKED OUT|8/7/23|test11|KW|1|3510
Example|593406|CHECKED OUT|8/7/23|test9|NZ|1|2264.23
Example|593419|CHECKED OUT|8/7/23|test20|AT|1|3350
Example|593448|CHECKED OUT|8/7/23|test7|AU|1|4144
Example|593469|CHECKED OUT|8/7/23|test8|HK|1|2652.01
Example|593507|CHECKED OUT|8/7/23|test12|CH|1|4421.9
Example|593511|CHECKED OUT|8/7/23|test19|FR|1|5700.02
Example|593512|CHECKED OUT|8/7/23|test19|FR|1|4899.81
Example|593538|CHECKED OUT|8/7/23|test20|KR|1|2303.74
Example|588575|CHECKED OUT|8/7/23|test7|NZ|1|4162.83
Example|588576|CHECKED OUT|8/7/23|test7|NZ|1|4162.83
Example|588631|CHECKED OUT|8/7/23|test20|IN|1|3837.94
Example|589136|CHECKED OUT|8/7/23|test15|IL|1|4191.6
Example|586719|CHECKED OUT|8/7/23|test21|JP|1|3318.39
Example|592805|CHECKED IN|8/7/23|test25|SA|1|2773.46
Example|592807|CHECKED IN|8/7/23|test25|SA|1|2648.47
Example|592839|CHECKED OUT|8/7/23|test11|HK|1|3510.01
Example|592885|CHECKED OUT|8/7/23|test9|TH|1|3518.26
Example|594744|CHECKED IN|8/7/23|test9|KR|1|3757.52
Example|594767|CHECKED OUT|8/7/23|test20|US|1|2553.73
Example|557981|CHECKED OUT|8/7/23|test11|NL|1|5333.66
Example|593349|CHECKED OUT|8/7/23|test20|CN|1|2048.85
Example|593360|CHECKED OUT|8/7/23|test9|MY|1|3048.82
Example|593546|CHECKED IN|8/7/23|test19|GB|1|3899.98
Example|593612|CHECKED IN|8/7/23|test12|MV|1|3159
Example|593613|CHECKED IN|8/7/23|test12|BD|1|3159
Example|593376|CHECKED OUT|8/7/23|test9|TW|1|2303.74
Example|593388|CHECKED OUT|8/7/23|test11|BD|1|3158.6
Example|593389|CHECKED OUT|8/7/23|test11|KW|1|3158.6
Example|586794|CHECKED OUT|8/7/23|test11|GB|1|4076.5
Example|587160|CHECKED IN|8/7/23|test17|MY|1|3292.89
Example|587442|CHECKED OUT|8/7/23|test11|DM|1|3301.61
Example|593619|CHECKED OUT|8/7/23|test11|SG|1|3971.2
Example|593620|CHECKED OUT|8/7/23|test8|KR|1|2652
Example|593629|CHECKED IN|8/7/23|test6|TH|1|3748.09
Example|593630|CHECKED IN|8/7/23|test6|NZ|1|5417.27
Example|593645|CHECKED OUT|8/7/23|test11|FI|1|4468.01
Example|589872|CHECKED IN|8/7/23|test21|KR|1|3063.51
Example|589908|CHECKED IN|8/7/23|test21|FR|1|3550
Example|589966|CHECKED OUT|8/7/23|test11|GB|1|0
Example|589967|CHECKED OUT|8/7/23|test11|GB|1|5881.22
Example|591863|CHECKED OUT|8/7/23|test11|RU|1|2715.7
Example|593695|CHECKED OUT|8/7/23|test20|JP|1|2388.7
Example|593720|CHECKED OUT|8/7/23|test11|NO|1|4111.12
Example|593791|CHECKED OUT|8/7/23|test9|TW|1|2303.74
Example|593793|CHECKED OUT|8/7/23|test9|US|1|2303.74
Example|592060|CHECKED OUT|8/7/23|test12|HK|1|2632.5
Example|592093|CHECKED OUT|8/7/23|test11|AU|1|2452.45
Example|593796|CHECKED OUT|8/7/23|test20|JP|1|2553.74
Example|593823|CHECKED OUT|8/7/23|test20|KW|1|2561.06
Example|593824|CHECKED OUT|8/7/23|test20|SA|1|2303.74
Example|593847|CHECKED OUT|8/7/23|test9|TW|1|2303.74
Example|577105|CHECKED OUT|8/7/23|test6|DK|1|3068.39
Example|577106|CHECKED OUT|8/7/23|test6|SG|1|3068.39
Example|577108|CHECKED OUT|8/7/23|test6|DK|1|3068.39
Example|594061|CHECKED IN|8/7/23|test20|IN|1|2553.74
Example|594080|CHECKED OUT|8/7/23|test8|HK|1|5032
Example|590196|CHECKED OUT|8/7/23|test11|IT|1|2846.55
Example|590339|CHECKED IN|8/7/23|test21|JP|1|3550
Example|590340|CHECKED IN|8/7/23|test21|JP|1|3550
Example|590345|CHECKED IN|8/7/23|test21|JP|1|3550
Example|594128|CHECKED OUT|8/7/23|test20|US|1|2048.85
Example|594153|CHECKED OUT|8/7/23|test9|MY|1|3110.71
Example|592136|CHECKED OUT|8/7/23|test11|SG|1|3312.18
Example|592154|CHECKED OUT|8/7/23|test8|ID|1|1989
Example|592169|CHECKED OUT|8/7/23|test8|ID|1|1927.8
Example|594204|CHECKED OUT|8/7/23|test8|IN|1|3740.01
Example|594206|CHECKED OUT|8/7/23|test6|QA|1|5617.24
Example|594207|CHECKED OUT|8/7/23|test6|QA|1|0
Example|593080|CHECKED IN|8/7/23|test6|TW|1|3510
Example|593085|CHECKED IN|8/7/23|test6|GB|1|3770.18
Example|593118|CHECKED OUT|8/7/23|test9|GB|1|2014.23
Example|593127|CHECKED OUT|8/7/23|test9|SA|1|2014.23
Example|594261|CHECKED OUT|8/7/23|test11|KW|1|3330.01
Example|594294|CHECKED OUT|8/7/23|test11|NZ|1|3685
Example|594326|CHECKED OUT|8/7/23|test7|AE|1|4170.02
Example|582932|CHECKED OUT|8/7/23|test20|OM|1|4177.78
Example|583511|CHECKED OUT|8/7/23|test29|JP|1|3945.15
Example|590600|CHECKED OUT|8/7/23|test22|AU|1|4920.28
Example|594426|CHECKED OUT|8/7/23|test20|PL|1|2388.7
Example|594463|CHECKED OUT|8/7/23|test15|IN|1|3728
Example|590637|CHECKED OUT|8/7/23|test15|BD|1|1988.25
Example|590810|CHECKED OUT|8/7/23|test7|BD|1|3089.71
Example|594482|CHECKED OUT|8/7/23|test7|BD|1|3478.01
Example|594628|CHECKED OUT|8/7/23|test7|IN|1|3631
Example|592462|CHECKED OUT|8/7/23|test11|NO|1|3492.21
Example|589137|CHECKED OUT|8/7/23|test15|IL|1|4191.6
Example|594525|CHECKED IN|8/7/23|test6|GB|1|3483.43
Example|594532|CHECKED OUT|8/7/23|test7|QA|1|3881
Example|589192|CHECKED OUT|8/7/23|test11|AE|1|3406.56
Example|589274|CHECKED OUT|8/7/23|test11|NULL|1|2596.55
Example|592135|CHECKED OUT|8/7/23|test11|SG|1|3312.18
Example|594698|CHECKED OUT|8/7/23|test7|OM|1|3844.23
Example|586751|CHECKED IN|8/7/23|test6|AF|1|6691.69
Example|590931|CHECKED IN|8/7/23|test21|DZ|1|2950
Example|590967|CHECKED OUT|8/7/23|test20|SA|1|2048.85
Example|591591|CHECKED OUT|8/7/23|test9|GB|1|1709.01
Example|594709|CHECKED OUT|8/7/23|test6|SA|1|3578.16
Example|594710|CHECKED OUT|8/7/23|test6|SA|1|3578.16
Example|594728|CHECKED OUT|8/7/23|test7|NL|1|4990
Example|594730|CHECKED OUT|8/7/23|test20|IN|1|2303.74
Example|594743|CHECKED OUT|8/7/23|test20|HK|1|2388.7
Example|591025|CHECKED IN|8/7/23|test12|TW|1|2647.54
Example|591070|CHECKED OUT|8/7/23|test7|NP|1|3089.7
Example|592463|CHECKED OUT|8/7/23|test11|NO|1|3242.21
Example|594278|CHECKED OUT|8/7/23|test7|NL|1|3478.01
Example|594283|CHECKED OUT|8/7/23|test20|TH|1|2218.77
Example|577110|CHECKED OUT|8/7/23|test6|DK|1|3068.39
Example|593507|CHECKED OUT|9/7/23|test12|CH|1|3134.69
Example|593511|CHECKED OUT|9/7/23|test19|FR|1|4949.83
Example|593512|CHECKED OUT|9/7/23|test19|FR|1|4149.68
Example|592248|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|592249|CHECKED OUT|9/7/23|test35|TH|1|3105.99
Example|592250|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|592279|CHECKED IN|9/7/23|test21|US|1|3573.78
Example|592280|CHECKED IN|9/7/23|test21|IN|1|3573.28
Example|594280|CHECKED OUT|9/7/23|test8|RS|1|2577.2
Example|593080|CHECKED IN|9/7/23|test6|TW|1|2835
Example|593085|CHECKED IN|9/7/23|test6|GB|1|3770.18
Example|593118|CHECKED OUT|9/7/23|test9|GB|1|1944.56
Example|593127|CHECKED OUT|9/7/23|test9|SA|1|1944.56
Example|593164|CHECKED OUT|9/7/23|test11|IT|1|4650
Example|594730|CHECKED OUT|9/7/23|test20|IN|1|2303.74
Example|593538|CHECKED OUT|9/7/23|test20|KR|1|2303.74
Example|593546|CHECKED IN|9/7/23|test19|GB|1|3239.86
Example|590441|CHECKED OUT|9/7/23|test10|HK|1|3639
Example|590442|CHECKED OUT|9/7/23|test10|HK|1|3764
Example|594290|CHECKED OUT|9/7/23|test8|DK|1|4208.75
Example|594294|CHECKED OUT|9/7/23|test11|NZ|1|3595
Example|594326|CHECKED OUT|9/7/23|test7|AE|1|4260
Example|594743|CHECKED OUT|9/7/23|test20|HK|1|2388.7
Example|594744|CHECKED IN|9/7/23|test9|KR|1|3827.19
Example|594751|CHECKED OUT|9/7/23|test20|US|1|2303.74
Example|594752|CHECKED OUT|9/7/23|test29|SE|1|4699.98
Example|590967|CHECKED OUT|9/7/23|test20|SA|1|2048.85
Example|594767|CHECKED OUT|9/7/23|test20|US|1|2553.73
Example|594769|CHECKED IN|9/7/23|test6|AU|1|3564
Example|590600|CHECKED OUT|9/7/23|test22|AU|1|4902.07
Example|590637|CHECKED OUT|9/7/23|test15|BD|1|1979.81
Example|593612|CHECKED IN|9/7/23|test12|MV|1|2551.5
Example|593613|CHECKED IN|9/7/23|test12|BD|1|2551.5
Example|577105|CHECKED OUT|9/7/23|test6|DK|1|3068.39
Example|577106|CHECKED OUT|9/7/23|test6|SG|1|3068.39
Example|577108|CHECKED OUT|9/7/23|test6|DK|1|3068.39
Example|593619|CHECKED OUT|9/7/23|test11|SG|1|3363.69
Example|593620|CHECKED OUT|9/7/23|test8|KR|1|2142
Example|593629|CHECKED IN|9/7/23|test6|TH|1|3748.09
Example|593630|CHECKED IN|9/7/23|test6|NZ|1|5417.27
Example|593645|CHECKED OUT|9/7/23|test11|FI|1|3793
Example|590810|CHECKED OUT|9/7/23|test7|BD|1|3030.75
Example|592462|CHECKED OUT|9/7/23|test11|NO|1|2884.7
Example|592463|CHECKED OUT|9/7/23|test11|NO|1|2634.7
Example|590931|CHECKED IN|9/7/23|test21|DZ|1|2950
Example|590963|CHECKED OUT|9/7/23|test7|IN|1|3592.97
Example|590964|CHECKED OUT|9/7/23|test7|IN|1|3592.97
Example|591025|CHECKED IN|9/7/23|test12|TW|1|2630.93
Example|591070|CHECKED OUT|9/7/23|test7|NP|1|3030.75
Example|593673|CHECKED IN|9/7/23|test21|CN|1|3300
Example|594426|CHECKED OUT|9/7/23|test20|PL|1|2388.7
Example|592810|CHECKED OUT|9/7/23|test4|TW|1|4947.74
Example|592839|CHECKED OUT|9/7/23|test11|HK|1|3514.69
Example|592885|CHECKED OUT|9/7/23|test9|TH|1|3448.6
Example|594627|CHECKED OUT|9/7/23|test6|IN|1|4489.84
Example|594628|CHECKED OUT|9/7/23|test7|IN|1|3712
Example|594792|CHECKED OUT|9/7/23|test20|TW|1|2388.7
Example|594793|CHECKED IN|9/7/23|test20|TW|1|2388.7
Example|594794|CHECKED IN|9/7/23|test20|TW|1|2388.7
Example|594795|CHECKED IN|9/7/23|test20|TW|1|2388.7
Example|594796|CHECKED OUT|9/7/23|test20|IN|1|2813.5
Example|594809|CHECKED OUT|9/7/23|test6|JP|1|3285.99
Example|592154|CHECKED OUT|9/7/23|test8|ID|1|1927.8
Example|592169|CHECKED OUT|9/7/23|test8|ID|1|1989
Example|592197|CHECKED OUT|9/7/23|test21|JP|1|2978.55
Example|594080|CHECKED OUT|9/7/23|test8|HK|1|2577.2
Example|592135|CHECKED OUT|9/7/23|test11|SG|1|2551.5
Example|586751|CHECKED IN|9/7/23|test6|AF|1|6687
Example|586794|CHECKED OUT|9/7/23|test11|GB|1|3893.44
Example|587160|CHECKED IN|9/7/23|test17|MY|1|3122.14
Example|592245|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|589752|CHECKED OUT|9/7/23|test8|TH|1|2936.92
Example|589872|CHECKED IN|9/7/23|test21|KR|1|3063.51
Example|589874|CHECKED IN|9/7/23|test21|KR|1|3063.51
Example|594128|CHECKED OUT|9/7/23|test20|US|1|2048.85
Example|594149|CHECKED OUT|9/7/23|test20|KR|1|2303.74
Example|594153|CHECKED OUT|9/7/23|test9|MY|1|3173.41
Example|592198|CHECKED OUT|9/7/23|test21|JP|1|2978.55
Example|592214|CHECKED OUT|9/7/23|test12|JP|1|2835
Example|592217|CHECKED OUT|9/7/23|test12|JP|1|2835
Example|587442|CHECKED OUT|9/7/23|test11|DM|1|3280.02
Example|587984|CHECKED OUT|9/7/23|test9|JP|1|3930.03
Example|592897|CHECKED IN|9/7/23|test9|QA|1|4458.93
Example|592903|CHECKED IN|9/7/23|test9|QA|1|4458.93
Example|589876|CHECKED IN|9/7/23|test21|KR|1|3063.51
Example|589877|CHECKED IN|9/7/23|test21|KR|1|3063.51
Example|593360|CHECKED OUT|9/7/23|test9|MY|1|2979.14
Example|593376|CHECKED OUT|9/7/23|test9|TW|1|2303.74
Example|593388|CHECKED OUT|9/7/23|test11|BD|1|3158.6
Example|593389|CHECKED OUT|9/7/23|test11|KW|1|3158.6
Example|592241|CHECKED OUT|9/7/23|test35|TH|1|2855.99
Example|592242|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|592243|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|592244|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|594201|CHECKED IN|9/7/23|test8|KR|1|2577.2
Example|594202|CHECKED IN|9/7/23|test8|KR|1|2577.2
Example|594204|CHECKED OUT|9/7/23|test8|IN|1|3801.21
Example|594206|CHECKED OUT|9/7/23|test6|QA|1|5617.24
Example|593013|CHECKED OUT|9/7/23|test20|SG|1|2048.85
Example|593014|CHECKED OUT|9/7/23|test20|SA|1|2048.85
Example|593020|CHECKED IN|9/7/23|test21|IN|1|3300
Example|594698|CHECKED OUT|9/7/23|test7|OM|1|3925.22
Example|593399|CHECKED OUT|9/7/23|test20|CN|1|2303.74
Example|593406|CHECKED OUT|9/7/23|test9|NZ|1|2194.56
Example|593419|CHECKED OUT|9/7/23|test20|AT|1|3350
Example|593448|CHECKED OUT|9/7/23|test7|AU|1|3428.5
Example|593469|CHECKED OUT|9/7/23|test8|HK|1|2142
Example|594831|CHECKED OUT|9/7/23|test17|TH|1|3035.99
Example|594810|CHECKED OUT|9/7/23|test9|CN|1|2612.26
Example|594840|CHECKED OUT|9/7/23|test17|IN|1|4225.45
Example|594207|CHECKED OUT|9/7/23|test6|QA|1|0
Example|594220|CHECKED OUT|9/7/23|test6|IN|1|3790
Example|594222|CHECKED OUT|9/7/23|test6|IN|1|5064.43
Example|594261|CHECKED OUT|9/7/23|test11|KW|1|3411.01
Example|557981|CHECKED OUT|9/7/23|test11|NL|1|5333.66
Example|594709|CHECKED OUT|9/7/23|test6|SA|1|3578.16
Example|594710|CHECKED OUT|9/7/23|test6|SA|1|3578.16
Example|594728|CHECKED OUT|9/7/23|test7|NL|1|5080
Example|594866|CHECKED OUT|9/7/23|test7|NO|1|4521.99
Example|593796|CHECKED OUT|9/7/23|test20|JP|1|2553.74
Example|593823|CHECKED OUT|9/7/23|test20|KW|1|2561.06
Example|593824|CHECKED OUT|9/7/23|test20|SA|1|2303.74
Example|593847|CHECKED OUT|9/7/23|test9|TW|1|2303.74
Example|592750|CHECKED OUT|9/7/23|test11|KW|1|2835
Example|592751|CHECKED OUT|9/7/23|test11|KW|1|2835
Example|594463|CHECKED OUT|9/7/23|test15|IN|1|3809
Example|594482|CHECKED OUT|9/7/23|test7|BD|1|3559
Example|591440|CHECKED OUT|9/7/23|test11|AU|1|3363.7
Example|591591|CHECKED OUT|9/7/23|test9|GB|1|1641.04
Example|591760|CHECKED OUT|9/7/23|test12|JP|1|2835
Example|591828|CHECKED IN|9/7/23|test12|PH|1|2551.5
Example|591841|CHECKED OUT|9/7/23|test31|NO|1|4524.62
Example|591847|CHECKED OUT|9/7/23|test12|SA|1|4292.99
Example|594525|CHECKED IN|9/7/23|test6|GB|1|3483.43
Example|594532|CHECKED OUT|9/7/23|test7|QA|1|3962
Example|589136|CHECKED OUT|9/7/23|test15|IL|1|4170
Example|589137|CHECKED OUT|9/7/23|test15|IL|1|4170
Example|589192|CHECKED OUT|9/7/23|test11|AE|1|3387.1
Example|589274|CHECKED OUT|9/7/23|test11|NULL|1|2577.14
Example|591848|CHECKED OUT|9/7/23|test12|SA|1|4292.99
Example|591863|CHECKED OUT|9/7/23|test11|RU|1|2634.69
Example|593975|CHECKED IN|9/7/23|test20|EG|1|2553.73
Example|593992|CHECKED IN|9/7/23|test21|MY|1|4761.12
Example|593997|CHECKED IN|9/7/23|test21|MY|1|4761.12
Example|594051|CHECKED OUT|9/7/23|test13|TH|1|0
Example|585819|CHECKED IN|9/7/23|test21|DE|1|6350
Example|585820|CHECKED IN|9/7/23|test21|US|1|6350
Example|592765|CHECKED OUT|9/7/23|test8|IN|1|2141.99
Example|592805|CHECKED IN|9/7/23|test25|SA|1|2773.46
Example|593255|CHECKED OUT|9/7/23|test8|KR|1|3016.34
Example|593349|CHECKED OUT|9/7/23|test20|CN|1|2048.85
Example|594053|CHECKED OUT|9/7/23|test13|TH|1|0
Example|594061|CHECKED IN|9/7/23|test20|IN|1|2553.74
Example|594077|CHECKED IN|9/7/23|test12|SA|1|3411.01
Example|592060|CHECKED OUT|9/7/23|test12|HK|1|2551.5
Example|592093|CHECKED OUT|9/7/23|test11|AU|1|2379.54
Example|592136|CHECKED OUT|9/7/23|test11|SG|1|2551.5
Example|592807|CHECKED IN|9/7/23|test25|SA|1|2648.47
Example|593691|CHECKED OUT|9/7/23|test20|IR|1|2388.7
Example|593695|CHECKED OUT|9/7/23|test20|JP|1|2388.7
Example|593720|CHECKED OUT|9/7/23|test11|NO|1|4211.13
Example|593780|CHECKED IN|9/7/23|test21|GB|1|3350
Example|593791|CHECKED OUT|9/7/23|test9|TW|1|2303.74
Example|593793|CHECKED OUT|9/7/23|test9|US|1|2303.74
Example|591106|CHECKED IN|9/7/23|test9|SA|1|2262.87
Example|587984|CHECKED OUT|8/7/23|test9|JP|1|3950.42
Example|588552|CHECKED OUT|8/7/23|test11|NZ|1|6174
Example|591129|CHECKED OUT|8/7/23|test20|IN|1|2048.85
Example|591130|CHECKED OUT|8/7/23|test20|IN|1|2048.85
Example|591132|CHECKED OUT|8/7/23|test20|IN|1|2048.85
Example|591351|CHECKED OUT|8/7/23|test7|SG|1|2851.6
Example|591398|CHECKED OUT|8/7/23|test12|SA|1|3250
Example|591414|CHECKED IN|8/7/23|test21|IN|1|3200
Example|591440|CHECKED OUT|8/7/23|test11|AU|1|3444.7
Example|592720|CHECKED OUT|9/7/23|test20|CN|0|-0.04
Example|592726|CHECKED OUT|9/7/23|test20|CN|0|-0.04
Example|594475|CHECKED OUT|9/7/23|test7|RU|0|1104.49
Example|591553|CHECKED OUT|9/7/23|test8|HK|0|0.02
Example|589177|CHECKED OUT|9/7/23|test22|JP|0|0.35
Example|589250|CHECKED OUT|9/7/23|test8|JP|0|0.04
Example|594073|CHECKED OUT|9/7/23|test20|BD|0|0.01
Example|592082|CHECKED OUT|9/7/23|test12|CN|0|0.03
Example|594775|CHECKED OUT|9/7/23|test6|US|0|-0.08
Example|594162|CHECKED OUT|9/7/23|test4|AU|0|0.01
Example|592414|CHECKED OUT|9/7/23|test9|IN|0|0.01
Example|594278|CHECKED OUT|9/7/23|test7|NL|0|1699.24
Example|590178|CHECKED OUT|9/7/23|test19|IR|0|-0.01
Example|590962|CHECKED OUT|9/7/23|test8|JP|0|0.02
Example|593689|CHECKED OUT|9/7/23|test20|SG|0|0.05
Example|594692|CHECKED IN|10/7/23|test25|BD|1|4004.25
Example|594698|CHECKED OUT|10/7/23|test7|OM|1|4051.24
Example|594709|CHECKED OUT|10/7/23|test6|SA|1|3578.16
Example|594710|CHECKED OUT|10/7/23|test6|SA|1|3578.16
Example|586719|CHECKED OUT|10/7/23|test21|JP|1|3318.39
Example|591329|CHECKED IN|10/7/23|test21|SG|1|2978.54
Example|594627|CHECKED OUT|10/7/23|test6|IN|1|4367.62
Example|589876|CHECKED IN|10/7/23|test21|KR|1|3063.51
Example|589877|CHECKED IN|10/7/23|test21|KR|1|3063.51
Example|589908|CHECKED IN|10/7/23|test21|FR|1|3550
Example|593388|CHECKED OUT|10/7/23|test11|BD|1|3158.6
Example|593389|CHECKED OUT|10/7/23|test11|KW|1|3158.6
Example|593399|CHECKED OUT|10/7/23|test20|CN|1|2303.74
Example|589136|CHECKED OUT|10/7/23|test15|IL|1|4236.6
Example|589137|CHECKED OUT|10/7/23|test15|IL|1|4236.6
Example|589192|CHECKED OUT|10/7/23|test11|AE|1|3447.04
Example|593154|CHECKED OUT|10/7/23|test9|IN|1|2232.37
Example|593164|CHECKED OUT|10/7/23|test11|IT|1|4800
Example|593168|CHECKED OUT|10/7/23|test9|TW|1|3553.11
Example|590810|CHECKED OUT|10/7/23|test7|BD|1|3128.18
Example|590931|CHECKED IN|10/7/23|test21|DZ|1|2950
Example|590963|CHECKED OUT|10/7/23|test7|IN|0|0.02
Example|593613|CHECKED IN|10/7/23|test12|BD|1|2673
Example|593619|CHECKED OUT|10/7/23|test11|SG|0|0.03
Example|593620|CHECKED OUT|10/7/23|test8|KR|1|2244.03
Example|593629|CHECKED IN|10/7/23|test6|TH|1|3748.09
Example|593630|CHECKED IN|10/7/23|test6|NZ|1|5417.27
Example|594482|CHECKED OUT|10/7/23|test7|BD|0|0.01
Example|593287|CHECKED OUT|10/7/23|test15|IN|1|4216.68
Example|593350|CHECKED OUT|10/7/23|test20|KR|1|2048.85
Example|592245|CHECKED OUT|10/7/23|test2|TH|1|2855.99
Example|593645|CHECKED OUT|10/7/23|test11|FI|1|3928.01
Example|593673|CHECKED IN|10/7/23|test21|CN|1|3300
Example|593691|CHECKED OUT|10/7/23|test20|IR|1|2388.7
Example|588727|CHECKED OUT|10/7/23|test21|JP|1|2978.547154
Example|591284|CHECKED IN|10/7/23|test22|CH|1|2976.81
Example|591388|CHECKED IN|10/7/23|test20|OM|1|4172.9
Example|591389|CHECKED IN|10/7/23|test20|OM|1|2688.51
Example|591398|CHECKED OUT|10/7/23|test12|SA|1|3300
Example|591414|CHECKED IN|10/7/23|test21|IN|1|3200
Example|594628|CHECKED OUT|10/7/23|test7|IN|1|3838.01
Example|594657|CHECKED IN|10/7/23|test7|OM|1|4838.01
Example|593419|CHECKED OUT|10/7/23|test20|AT|1|3350
Example|593448|CHECKED OUT|10/7/23|test7|AU|1|3604.02
Example|594866|CHECKED OUT|10/7/23|test7|NO|1|7196.86
Example|594871|CHECKED OUT|10/7/23|test20|TH|1|2303.73
Example|593954|CHECKED IN|10/7/23|test21|SG|1|2978.55
Example|593975|CHECKED IN|10/7/23|test20|EG|1|2553.74
Example|593992|CHECKED IN|10/7/23|test21|MY|1|4827.78
Example|593997|CHECKED IN|10/7/23|test21|MY|1|4827.78
Example|585819|CHECKED IN|10/7/23|test21|DE|1|6350
Example|585820|CHECKED IN|10/7/23|test21|US|1|6350
